"simscenarios","lambda.scenario","scenario","phi1.obs","phi1.true","phiad.obs","phiad.true","fec.obs","fec.true","det.abund","det.MR","det.prod","lambda"
37,"Stable",24,0.7243061919064,0.88,0.452580472479012,0.45,0.759430902864034,0.625,"M","L","L","M"
37,"Stable",25,0.316677541004755,0.34,0.69694330325711,0.7,0.935163370561749,0.875,"M","L","L","M"
37,"Stable",17,0.385687439201455,0.46,0.671869555754126,0.67,0.818335917423354,0.7,"M","L","L","M"
37,"Stable",15,0.846618242591568,0.79,0.0946117061625009,0.1,1.06375797070642,1.15,"M","L","L","M"
37,"Stable",4,0.183946032824451,0.18,0.821699494269645,0.82,1.01122238265722,1.05,"M","L","L","M"
37,"Stable",20,0.849881203269617,0.83,0.16142055073863,0.18,0.991695837035271,1,"M","L","L","M"
37,"Stable",11,0.557119650669003,0.56,0.427137574664734,0.43,1.00901679586289,1,"M","L","L","M"
37,"Stable",5,0.557104708059393,0.54,0.438335103619322,0.44,1.02793624485939,1.05,"M","L","L","M"
37,"Stable",22,0.742309432285104,0.61,0.139532351506768,0.15,1.16495338513336,1.4,"M","L","L","M"
37,"Stable",21,0.711241745205349,0.82,0.412785825601864,0.42,0.824048753561852,0.7,"M","L","L","M"
37,"Stable",8,0.675496182100285,0.44,0.0954546202037745,0.11,1.33746639276717,2.025,"M","L","L","M"
37,"Stable",1,0.804175198207461,0.76,0.149322920900976,0.15,1.06716095823363,1.125,"M","L","L","M"
37,"Stable",12,0.577062219445336,0.29,0.128482219105258,0.13,1.49727125461258,3,"M","L","L","M"
37,"Stable",18,0.644794016975068,0.57,0.317801596107636,0.34,1.06987734858745,1.175,"M","L","L","M"
37,"Stable",14,0.735770951720484,0.6,0.115081930740497,0.12,1.19675648727538,1.475,"M","L","L","M"
37,"Stable",3,0.502711053320255,0.42,0.4061472191172,0.4,1.17161029917678,1.425,"M","L","L","M"
37,"Stable",2,0.512590804368944,0.45,0.419138677820117,0.42,1.11704974751448,1.275,"M","L","L","M"
37,"Stable",19,0.394778366194865,0.24,0.46025590978718,0.47,1.38642020853543,2.25,"M","L","L","M"
37,"Stable",16,0.506307895365292,0.6,0.596528481952797,0.6,0.809884218542108,0.675,"M","L","L","M"
37,"Stable",6,0.367702675127845,0.44,0.706150947725736,0.7,0.823282385706968,0.7,"M","L","L","M"
37,"Stable",9,0.857306443250112,0.92,0.192198405231483,0.19,0.938471654011623,0.875,"M","L","L","M"
37,"Stable",23,0.563009478577895,0.53,0.400826920103615,0.39,1.06693289088448,1.15,"M","L","L","M"
37,"Stable",10,0.355494336753313,0.2,0.484995377322703,0.5,1.42577199990545,2.475,"M","L","L","M"
37,"Stable",13,0.175618050280556,0.2,0.85728251979276,0.86,0.796849744548311,0.675,"M","L","L","M"
37,"Stable",7,0.538395750370366,0.59,0.513539086316858,0.52,0.887918184060569,0.8,"M","L","L","M"
38,"Stable",20,0.834321868981514,0.83,0.174754286644171,0.18,0.997293840098048,1,"H","L","L","M"
38,"Stable",15,0.838462550296659,0.79,0.095688405851155,0.1,1.06623585981152,1.15,"H","L","L","M"
38,"Stable",18,0.617268169943791,0.57,0.333657272973819,0.34,1.08039890976351,1.175,"H","L","L","M"
38,"Stable",21,0.680776696935262,0.82,0.426607696930564,0.42,0.837626095712406,0.7,"H","L","L","M"
38,"Stable",17,0.385562705962064,0.46,0.667406790012957,0.67,0.832925113554325,0.7,"H","L","L","M"
38,"Stable",1,0.810001774578292,0.76,0.140736457884782,0.15,1.06571689208234,1.125,"H","L","L","M"
38,"Stable",16,0.508090831576593,0.6,0.600493411299118,0.6,0.794996679571106,0.675,"H","L","L","M"
38,"Stable",4,0.183792041785573,0.18,0.821244073715732,0.82,1.02376518204496,1.05,"H","L","L","M"
38,"Stable",6,0.375876684501251,0.44,0.700532507413045,0.7,0.814075976751755,0.7,"H","L","L","M"
38,"Stable",12,0.560435031549118,0.29,0.14431577512518,0.13,1.49457631640001,3,"H","L","L","M"
38,"Stable",22,0.767640203227983,0.61,0.098971102402527,0.15,1.16303479488458,1.4,"H","L","L","M"
38,"Stable",5,0.555482589791354,0.54,0.434435201964617,0.44,1.02238329614502,1.05,"H","L","L","M"
38,"Stable",14,0.738717396203598,0.6,0.119912834004108,0.12,1.18772099739814,1.475,"H","L","L","M"
38,"Stable",24,0.7366630998079,0.88,0.437366145741338,0.45,0.76608802112308,0.625,"H","L","L","M"
38,"Stable",19,0.407795130149514,0.24,0.44967631504908,0.47,1.37381761082514,2.25,"H","L","L","M"
38,"Stable",2,0.516639844466732,0.45,0.410899503096621,0.42,1.12755138736916,1.275,"H","L","L","M"
38,"Stable",23,0.568837493925961,0.53,0.393060714085266,0.39,1.06596382132207,1.15,"H","L","L","M"
38,"Stable",3,0.514186868747823,0.42,0.391120271160615,0.4,1.16725047159339,1.425,"H","L","L","M"
38,"Stable",9,0.847542772820751,0.92,0.202137441185982,0.19,0.934798029935981,0.875,"H","L","L","M"
38,"Stable",13,0.166513849264878,0.2,0.863449345323367,0.86,0.806257508742813,0.675,"H","L","L","M"
38,"Stable",25,0.319105651851899,0.34,0.69943097512188,0.7,0.923608177670973,0.875,"H","L","L","M"
38,"Stable",11,0.554542486658281,0.56,0.431245941345488,0.43,0.996212057493422,1,"H","L","L","M"
38,"Stable",8,0.672334106221558,0.44,0.100645343633996,0.11,1.3375405159931,2.025,"H","L","L","M"
38,"Stable",10,0.350238759412656,0.2,0.492827785448403,0.5,1.40968303372823,2.475,"H","L","L","M"
38,"Stable",7,0.519470816171064,0.59,0.521529817652961,0.52,0.899857054236975,0.8,"H","L","L","M"
39,"Stable",4,0.180322569582341,0.18,0.824597188394793,0.82,1.02017165413636,1.05,"L","M","L","M"
39,"Stable",17,0.39841158915102,0.46,0.658338234670295,0.67,0.826432016095133,0.7,"L","M","L","M"
39,"Stable",22,0.733811565624356,0.61,0.143340475098264,0.15,1.17317756076402,1.4,"L","M","L","M"
39,"Stable",18,0.610489881869203,0.57,0.3413159375452,0.34,1.08539944791561,1.175,"L","M","L","M"
39,"Stable",5,0.559744062087445,0.54,0.435153440919755,0.44,1.02365432626557,1.05,"L","M","L","M"
39,"Stable",23,0.570475066559097,0.53,0.395380467550116,0.39,1.06905039458674,1.15,"L","M","L","M"
39,"Stable",1,0.812167312293995,0.76,0.140799700655481,0.15,1.06086039142758,1.125,"L","M","L","M"
39,"Stable",6,0.37836512223972,0.44,0.697811996082994,0.7,0.819768941649459,0.7,"L","M","L","M"
39,"Stable",2,0.513535502431898,0.45,0.419971017674841,0.42,1.12158428338859,1.275,"L","M","L","M"
39,"Stable",13,0.176405410066587,0.2,0.85045026580686,0.86,0.805178274223659,0.675,"L","M","L","M"
39,"Stable",14,0.738716542812935,0.6,0.118266302644971,0.12,1.19058319889846,1.475,"L","M","L","M"
39,"Stable",3,0.497766894966994,0.42,0.415232134475876,0.4,1.16286561483169,1.425,"L","M","L","M"
39,"Stable",24,0.709934251653246,0.88,0.45949564959705,0.45,0.766429098440542,0.625,"L","M","L","M"
39,"Stable",19,0.389534832482887,0.24,0.47281295750892,0.47,1.38222742046343,2.25,"L","M","L","M"
39,"Stable",21,0.714144376376725,0.82,0.407592443959671,0.42,0.829538077710964,0.7,"L","M","L","M"
39,"Stable",20,0.826507003602208,0.83,0.180776321369249,0.18,1.00315074984414,1,"L","M","L","M"
39,"Stable",8,0.65670482113949,0.44,0.117197545677437,0.11,1.34394302569694,2.025,"L","M","L","M"
39,"Stable",7,0.523401284809719,0.59,0.526704540142659,0.52,0.887292753742523,0.8,"L","M","L","M"
39,"Stable",10,0.342915787339465,0.2,0.504752100370895,0.5,1.42303255180233,2.475,"L","M","L","M"
39,"Stable",9,0.85091412668947,0.92,0.196848150833152,0.19,0.939158187147648,0.875,"L","M","L","M"
39,"Stable",25,0.320134841803434,0.34,0.693980084762851,0.7,0.941224881920362,0.875,"L","M","L","M"
39,"Stable",11,0.564394294045943,0.56,0.426936513000504,0.43,0.996402414116408,1,"L","M","L","M"
39,"Stable",16,0.497852111943899,0.6,0.605974159912235,0.6,0.805827349031417,0.675,"L","M","L","M"
39,"Stable",15,0.844045762440921,0.79,0.0923221125020011,0.1,1.07175355904987,1.15,"L","M","L","M"
39,"Stable",12,0.569773444133822,0.29,0.13109087962279,0.13,1.50742968638442,3,"L","M","L","M"
40,"Stable",4,0.181592601429507,0.18,0.824559964262821,0.82,1.0193947717301,1.05,"M","M","L","M"
40,"Stable",1,0.811272845508626,0.76,0.141788928699604,0.15,1.05984129373291,1.125,"M","M","L","M"
40,"Stable",23,0.574275358013912,0.53,0.385140833923573,0.39,1.0706672496185,1.15,"M","M","L","M"
40,"Stable",19,0.389424757882,0.24,0.472137004017384,0.47,1.38553119359283,2.25,"M","M","L","M"
40,"Stable",6,0.363391846131738,0.44,0.705855409108365,0.7,0.825765770142334,0.7,"M","M","L","M"
40,"Stable",5,0.548732023205073,0.54,0.45297149958403,0.44,1.01367912699585,1.05,"M","M","L","M"
40,"Stable",2,0.517142917145008,0.45,0.418789241227297,0.42,1.11568179162034,1.275,"M","M","L","M"
40,"Stable",3,0.502118274638832,0.42,0.40295705638505,0.4,1.17358028021487,1.425,"M","M","L","M"
40,"Stable",11,0.555170664139224,0.56,0.427800870872804,0.43,1.0077628555812,1,"M","M","L","M"
40,"Stable",20,0.831620394429357,0.83,0.17225386281212,0.18,1.00065288619232,1,"M","M","L","M"
40,"Stable",9,0.867105431760526,0.92,0.183034022525477,0.19,0.935848496941754,0.875,"M","M","L","M"
40,"Stable",7,0.529490276920508,0.59,0.516212189447782,0.52,0.892680828074808,0.8,"M","M","L","M"
40,"Stable",17,0.394897371204905,0.46,0.66193947775422,0.67,0.824092360569378,0.7,"M","M","L","M"
40,"Stable",10,0.352639207591511,0.2,0.491822564335536,0.5,1.4192685247105,2.475,"M","M","L","M"
40,"Stable",8,0.662698214173882,0.44,0.125283054206695,0.11,1.32399087218808,2.025,"M","M","L","M"
40,"Stable",24,0.702226700522129,0.88,0.458849802887657,0.45,0.773400219075802,0.625,"M","M","L","M"
40,"Stable",22,0.738606897542265,0.61,0.142224034444463,0.15,1.16837069417383,1.4,"M","M","L","M"
40,"Stable",18,0.61541303649966,0.57,0.340717365955017,0.34,1.07996195270831,1.175,"M","M","L","M"
40,"Stable",25,0.324743986270397,0.34,0.692559616109361,0.7,0.923114860285444,0.875,"M","M","L","M"
40,"Stable",14,0.740797788987956,0.6,0.112733346216111,0.12,1.19434926188294,1.475,"M","M","L","M"
40,"Stable",12,0.56670398096721,0.29,0.147715645975627,0.13,1.49314563082205,3,"M","M","L","M"
40,"Stable",15,0.830752857785096,0.79,0.10840067536804,0.1,1.0714508240713,1.15,"M","M","L","M"
40,"Stable",16,0.500021487606483,0.6,0.602019595874943,0.6,0.808389047075205,0.675,"M","M","L","M"
40,"Stable",21,0.712298998084818,0.82,0.406729014479852,0.42,0.831029099295564,0.7,"M","M","L","M"
40,"Stable",13,0.1732996667263,0.2,0.862420988244574,0.86,0.786063115162863,0.675,"M","M","L","M"
41,"Stable",3,0.511073383796782,0.42,0.39539646992551,0.4,1.17285436708456,1.425,"L","H","L","M"
41,"Stable",23,0.573553092077729,0.53,0.396571655448683,0.39,1.05916375041842,1.15,"L","H","L","M"
41,"Stable",10,0.344018717245041,0.2,0.501625816662935,0.5,1.42359224346718,2.475,"L","H","L","M"
41,"Stable",2,0.504809838165501,0.45,0.424527262504259,0.42,1.12990702676631,1.275,"L","H","L","M"
41,"Stable",1,0.813722274055986,0.76,0.151811394554448,0.15,1.05083856636422,1.125,"L","H","L","M"
41,"Stable",11,0.556972268114239,0.56,0.432931926139931,0.43,0.999777186929317,1,"L","H","L","M"
41,"Stable",18,0.621887070341865,0.57,0.339207760951609,0.34,1.0741223419195,1.175,"L","H","L","M"
41,"Stable",20,0.822684316929404,0.83,0.190092514618332,0.18,0.990339029389754,1,"L","H","L","M"
41,"Stable",8,0.659618388438244,0.44,0.121463806328733,0.11,1.33619615706775,2.025,"L","H","L","M"
41,"Stable",19,0.389974878446561,0.24,0.471547795844256,0.47,1.38079508171447,2.25,"L","H","L","M"
41,"Stable",24,0.71982676486851,0.88,0.448624828439619,0.45,0.768698415079328,0.625,"L","H","L","M"
41,"Stable",17,0.389381928698416,0.46,0.664220192800427,0.67,0.834598937661674,0.7,"L","H","L","M"
41,"Stable",9,0.847451970266371,0.92,0.194617078532409,0.19,0.942114612536858,0.875,"L","H","L","M"
41,"Stable",25,0.321726413561404,0.34,0.695753437068368,0.7,0.928912877349926,0.875,"L","H","L","M"
41,"Stable",4,0.190464858065239,0.18,0.817632698089836,0.82,1.02058962007768,1.05,"L","H","L","M"
41,"Stable",21,0.694882728082931,0.82,0.42114230685475,0.42,0.827832666866461,0.7,"L","H","L","M"
41,"Stable",15,0.842231024012583,0.79,0.10307073210379,0.1,1.06739269522835,1.15,"L","H","L","M"
41,"Stable",14,0.741810583803788,0.6,0.121366082082473,0.12,1.18777710957858,1.475,"L","H","L","M"
41,"Stable",22,0.734119135478583,0.61,0.152024446291765,0.15,1.16155817678526,1.4,"L","H","L","M"
41,"Stable",16,0.49860157455537,0.6,0.600860537929084,0.6,0.81481638430818,0.675,"L","H","L","M"
41,"Stable",12,0.575082599690701,0.29,0.132573916272324,0.13,1.49959368674876,3,"L","H","L","M"
41,"Stable",13,0.175765119970805,0.2,0.856034339614449,0.86,0.812144613239898,0.675,"L","H","L","M"
41,"Stable",7,0.533958482495565,0.59,0.515913603548761,0.52,0.886072958516013,0.8,"L","H","L","M"
41,"Stable",6,0.377122761949845,0.44,0.69843436879486,0.7,0.824318778443662,0.7,"L","H","L","M"
41,"Stable",5,0.548567205966447,0.54,0.447223527432487,0.44,1.02546655824208,1.05,"L","H","L","M"
42,"Stable",11,0.557894306789412,0.56,0.430950145632822,0.43,0.996383075960839,1,"H","H","L","M"
42,"Stable",22,0.725670133003762,0.61,0.147708172566567,0.15,1.17346352192197,1.4,"H","H","L","M"
42,"Stable",1,0.798864742064976,0.76,0.156254360093033,0.15,1.06326964723573,1.125,"H","H","L","M"
42,"Stable",4,0.189481171523011,0.18,0.816516257895494,0.82,1.02322521931605,1.05,"H","H","L","M"
42,"Stable",10,0.345052193644021,0.2,0.502797935384378,0.5,1.41927131806746,2.475,"H","H","L","M"
42,"Stable",23,0.565847228069056,0.53,0.390701379524129,0.39,1.07644582807877,1.15,"H","H","L","M"
42,"Stable",25,0.319332913435923,0.34,0.697725075340569,0.7,0.928170570761583,0.875,"H","H","L","M"
42,"Stable",2,0.493144247293161,0.45,0.428799393717996,0.42,1.13012435429583,1.275,"H","H","L","M"
42,"Stable",16,0.499748694426609,0.6,0.603762653350766,0.6,0.803945830488778,0.675,"H","H","L","M"
42,"Stable",15,0.829612573972437,0.79,0.104231583165767,0.1,1.07966388614788,1.15,"H","H","L","M"
42,"Stable",8,0.664557224670445,0.44,0.114339385647565,0.11,1.33748603959761,2.025,"H","H","L","M"
42,"Stable",6,0.369408684072902,0.44,0.707156507270051,0.7,0.8180265400711,0.7,"H","H","L","M"
42,"Stable",5,0.549199649332869,0.54,0.445039255003011,0.44,1.02603589483068,1.05,"H","H","L","M"
42,"Stable",17,0.387110673306383,0.46,0.668195044448342,0.67,0.82069965335189,0.7,"H","H","L","M"
42,"Stable",9,0.856581290977221,0.92,0.194502919032711,0.19,0.92899893289128,0.875,"H","H","L","M"
42,"Stable",7,0.535111476595771,0.59,0.514601997704029,0.52,0.887824719298365,0.8,"H","H","L","M"
42,"Stable",3,0.510024029120741,0.42,0.396419060481786,0.4,1.16687122200582,1.425,"H","H","L","M"
42,"Stable",21,0.705342721989424,0.82,0.413319698558538,0.42,0.821091259319928,0.7,"H","H","L","M"
42,"Stable",20,0.822559047881672,0.83,0.186377405689902,0.18,0.997780487429254,1,"H","H","L","M"
42,"Stable",19,0.390692054357762,0.24,0.465223554591703,0.47,1.38655993106903,2.25,"H","H","L","M"
42,"Stable",14,0.735919484331774,0.6,0.11988240202469,0.12,1.19076373305145,1.475,"H","H","L","M"
42,"Stable",24,0.720446201147426,0.88,0.448025142730563,0.45,0.76545080136458,0.625,"H","H","L","M"
42,"Stable",13,0.167166166461324,0.2,0.861298296815397,0.86,0.816191646817325,0.675,"H","H","L","M"
42,"Stable",12,0.566998456059133,0.29,0.130196767834317,0.13,1.50974025671377,3,"H","H","L","M"
42,"Stable",18,0.615805600885847,0.57,0.337876626435919,0.34,1.08069413177346,1.175,"H","H","L","M"
43,"Stable",4,0.453862265410122,0.18,0.551836165693503,0.82,1.01108637808268,1.05,"L",NA,"L","M"
43,"Stable",3,0.502819801361316,0.42,0.400454504840531,0.4,1.17833986342332,1.425,"L",NA,"L","M"
43,"Stable",5,0.509117552852331,0.54,0.476245371302438,0.44,1.03484679235588,1.05,"L",NA,"L","M"
43,"Stable",25,0.478692203326328,0.34,0.550089135574622,0.7,0.930731984889652,0.875,"L",NA,"L","M"
43,"Stable",14,0.515604106610444,0.6,0.38478917565232,0.12,1.19296770691234,1.475,"L",NA,"L","M"
43,"Stable",2,0.506059759633045,0.45,0.419651693919321,0.42,1.13644618516259,1.275,"L",NA,"L","M"
43,"Stable",15,0.652311245514192,0.79,0.31047457393903,0.1,1.0650613790756,1.15,"L",NA,"L","M"
43,"Stable",9,0.621118197292356,0.92,0.418232154689596,0.19,0.929507948990566,0.875,"L",NA,"L","M"
43,"Stable",23,0.551671725629918,0.53,0.414303159922719,0.39,1.06695153978556,1.15,"L",NA,"L","M"
43,"Stable",6,0.557412055759972,0.44,0.54765506192803,0.7,0.828712919596158,0.7,"L",NA,"L","M"
43,"Stable",21,0.605363849487254,0.82,0.493736978469348,0.42,0.826206845605008,0.7,"L",NA,"L","M"
43,"Stable",11,0.607144313390284,0.56,0.375864396928297,0.43,0.995726529289076,1,"L",NA,"L","M"
43,"Stable",12,0.433331925036465,0.29,0.343265584582579,0.13,1.49414750620692,3,"L",NA,"L","M"
43,"Stable",10,0.374333287403846,0.2,0.452939406143866,0.5,1.42730231672401,2.475,"L",NA,"L","M"
43,"Stable",24,0.616649486256329,0.88,0.521845812795501,0.45,0.777601152109414,0.625,"L",NA,"L","M"
43,"Stable",16,0.612696211794567,0.6,0.513343708704797,0.6,0.808335931828672,0.675,"L",NA,"L","M"
43,"Stable",13,0.442437865810907,0.2,0.641427120632977,0.86,0.805291032959178,0.675,"L",NA,"L","M"
43,"Stable",19,0.413087534627268,0.24,0.441425926356967,0.47,1.37784626520709,2.25,"L",NA,"L","M"
43,"Stable",7,0.532148588327514,0.59,0.510342279122637,0.52,0.89459325839218,0.8,"L",NA,"L","M"
43,"Stable",20,0.64111808901041,0.83,0.370088856040599,0.18,0.994887725812785,1,"L",NA,"L","M"
43,"Stable",1,0.603871729915228,0.76,0.358534223682034,0.15,1.06667195239026,1.125,"L",NA,"L","M"
43,"Stable",17,0.541293373784055,0.46,0.549648984746724,0.67,0.810120999826163,0.7,"L",NA,"L","M"
43,"Stable",22,0.536617408444128,0.61,0.37155579167668,0.15,1.17536742272893,1.4,"L",NA,"L","M"
43,"Stable",8,0.463729151719726,0.44,0.385106684297663,0.11,1.34077855119273,2.025,"L",NA,"L","M"
43,"Stable",18,0.493274280195212,0.57,0.465896809342527,0.34,1.08462499109043,1.175,"L",NA,"L","M"
44,"Stable",20,0.84116698591009,0.83,0.166268685470938,0.18,0.999426717613821,1,"L","L","M","M"
44,"Stable",11,0.548839935244316,0.56,0.437639455303648,0.43,1.00228970210425,1,"L","L","M","M"
44,"Stable",9,0.873553292826445,0.92,0.176845472769443,0.19,0.936768182683904,0.875,"L","L","M","M"
44,"Stable",4,0.18009322940339,0.18,0.824227220138597,0.82,1.02421030840802,1.05,"L","L","M","M"
44,"Stable",25,0.337101612170944,0.34,0.681144191681738,0.7,0.928280291951286,0.875,"L","L","M","M"
44,"Stable",12,0.567956961514199,0.29,0.141316782226187,0.13,1.49682417299694,3,"L","L","M","M"
44,"Stable",3,0.499583491755645,0.42,0.411867436678236,0.4,1.16936723020856,1.425,"L","L","M","M"
44,"Stable",24,0.705785201451016,0.88,0.459332603419513,0.45,0.767268809393119,0.625,"L","L","M","M"
44,"Stable",1,0.822092668489876,0.76,0.132676009778402,0.15,1.05796140249715,1.125,"L","L","M","M"
44,"Stable",21,0.704016725225379,0.82,0.418692514683493,0.42,0.82121826607867,0.7,"L","L","M","M"
44,"Stable",14,0.747085324569133,0.6,0.10760872760443,0.12,1.19273589830619,1.475,"L","L","M","M"
44,"Stable",7,0.521521086107218,0.59,0.528259157139521,0.52,0.883635915177176,0.8,"L","L","M","M"
44,"Stable",2,0.516085984976506,0.45,0.407414580069189,0.42,1.12803988286359,1.275,"L","L","M","M"
44,"Stable",13,0.181401749005927,0.2,0.852075719388985,0.86,0.799988594919297,0.675,"L","L","M","M"
44,"Stable",16,0.498723755505914,0.6,0.598980276155306,0.6,0.816717099234292,0.675,"L","L","M","M"
44,"Stable",10,0.345207049491741,0.2,0.499324930077654,0.5,1.42255241192775,2.475,"L","L","M","M"
44,"Stable",8,0.663512352888634,0.44,0.12009738784938,0.11,1.33006602002872,2.025,"L","L","M","M"
44,"Stable",5,0.559439893169941,0.54,0.432652819175103,0.44,1.02324652538115,1.05,"L","L","M","M"
44,"Stable",17,0.389650732023212,0.46,0.669707748843303,0.67,0.813377412626056,0.7,"L","L","M","M"
44,"Stable",19,0.401002478087518,0.24,0.455975211314581,0.47,1.38396575880632,2.25,"L","L","M","M"
44,"Stable",6,0.379689404018189,0.44,0.695050855268015,0.7,0.827421295034602,0.7,"L","L","M","M"
44,"Stable",18,0.62210902742148,0.57,0.336649150537205,0.34,1.07366104246996,1.175,"L","L","M","M"
44,"Stable",22,0.737222091431855,0.61,0.143057822862762,0.15,1.16506343021647,1.4,"L","L","M","M"
44,"Stable",15,0.85238014853912,0.79,0.0834601063137528,0.1,1.06889843802369,1.15,"L","L","M","M"
44,"Stable",23,0.576462316329784,0.53,0.382424940369359,0.39,1.07390172580193,1.15,"L","L","M","M"
45,"Stable",10,0.345482368540505,0.2,0.500986051611297,0.5,1.42300830011897,2.475,"M","L","M","M"
45,"Stable",19,0.40036382346114,0.24,0.458535214713308,0.47,1.37725683016057,2.25,"M","L","M","M"
45,"Stable",4,0.185827774822201,0.18,0.820393215579882,0.82,1.02570985974849,1.05,"M","L","M","M"
45,"Stable",11,0.553034447458621,0.56,0.435653235323122,0.43,1.00196560539021,1,"M","L","M","M"
45,"Stable",14,0.753192861222661,0.6,0.105405954250415,0.12,1.1886174326684,1.475,"M","L","M","M"
45,"Stable",3,0.519133127782059,0.42,0.385091986376235,0.4,1.17499509009799,1.425,"M","L","M","M"
45,"Stable",25,0.328364535548197,0.34,0.690461832277999,0.7,0.928073399737241,0.875,"M","L","M","M"
45,"Stable",17,0.40198859782305,0.46,0.659534836728947,0.67,0.810893514905781,0.7,"M","L","M","M"
45,"Stable",8,0.68322292787012,0.44,0.092582285540684,0.11,1.335176246357,2.025,"M","L","M","M"
45,"Stable",15,0.849202095851073,0.79,0.0917415687120227,0.1,1.06556399318908,1.15,"M","L","M","M"
45,"Stable",6,0.378740180633668,0.44,0.698569533036912,0.7,0.821614546974762,0.7,"M","L","M","M"
45,"Stable",18,0.618806104771644,0.57,0.339892011385513,0.34,1.07807663541234,1.175,"M","L","M","M"
45,"Stable",12,0.586718640593518,0.29,0.113710986238088,0.13,1.50028808490267,3,"M","L","M","M"
45,"Stable",22,0.734728772796144,0.61,0.146838742726994,0.15,1.16711966224967,1.4,"M","L","M","M"
45,"Stable",9,0.854995803021986,0.92,0.194155930453889,0.19,0.937428701142705,0.875,"M","L","M","M"
45,"Stable",5,0.566064510046975,0.54,0.426368843402223,0.44,1.03264219559787,1.05,"M","L","M","M"
45,"Stable",16,0.503327809962875,0.6,0.60551884113138,0.6,0.802348633070902,0.675,"M","L","M","M"
45,"Stable",21,0.701210815860189,0.82,0.420840063065825,0.42,0.823652174585897,0.7,"M","L","M","M"
45,"Stable",24,0.72890099660309,0.88,0.443178082290022,0.45,0.763926353582844,0.625,"M","L","M","M"
45,"Stable",7,0.535187032595342,0.59,0.517687531640783,0.52,0.884004299308848,0.8,"M","L","M","M"
45,"Stable",1,0.82876136779569,0.76,0.122861032887332,0.15,1.05785345155293,1.125,"M","L","M","M"
45,"Stable",23,0.575912274237148,0.53,0.388060137184197,0.39,1.06564164502641,1.15,"M","L","M","M"
45,"Stable",20,0.832969318272307,0.83,0.174121939932672,0.18,1.00112409109615,1,"M","L","M","M"
45,"Stable",13,0.177072192801637,0.2,0.854147616184044,0.86,0.814989339932793,0.675,"M","L","M","M"
45,"Stable",2,0.534177267572372,0.45,0.397587926351654,0.42,1.11810309475995,1.275,"M","L","M","M"
46,"Stable",12,0.57301786854845,0.29,0.131247494930357,0.13,1.50270954619614,3,"L","M","M","M"
46,"Stable",17,0.389161678906059,0.46,0.666335603275599,0.67,0.826169410725916,0.7,"L","M","M","M"
46,"Stable",9,0.868710738199348,0.92,0.179432691497176,0.19,0.935657037354313,0.875,"L","M","M","M"
46,"Stable",7,0.525273255366759,0.59,0.523919080699156,0.52,0.889014355722597,0.8,"L","M","M","M"
46,"Stable",4,0.185950962183344,0.18,0.819114817692189,0.82,1.01073962746011,1.05,"L","M","M","M"
46,"Stable",16,0.503528549825132,0.6,0.599893795919775,0.6,0.810677530254265,0.675,"L","M","M","M"
46,"Stable",25,0.32714342373855,0.34,0.68670362715893,0.7,0.940106955869235,0.875,"L","M","M","M"
46,"Stable",10,0.346276788012232,0.2,0.497272723078456,0.5,1.42697548314781,2.475,"L","M","M","M"
46,"Stable",3,0.509003532471936,0.42,0.399907244171749,0.4,1.16591797886369,1.425,"L","M","M","M"
46,"Stable",5,0.554598639203905,0.54,0.439163241191271,0.44,1.02292756149482,1.05,"L","M","M","M"
46,"Stable",15,0.842997278279471,0.79,0.0969966213338176,0.1,1.07183233171614,1.15,"L","M","M","M"
46,"Stable",19,0.387759064420231,0.24,0.475385388294674,0.47,1.3840398063069,2.25,"L","M","M","M"
46,"Stable",14,0.739140763993455,0.6,0.117650300869184,0.12,1.19401656479823,1.475,"L","M","M","M"
46,"Stable",6,0.370057257315235,0.44,0.706164790375645,0.7,0.827154721242741,0.7,"L","M","M","M"
46,"Stable",22,0.733327535460037,0.61,0.147245416892795,0.15,1.17024068379787,1.4,"L","M","M","M"
46,"Stable",11,0.555485648730411,0.56,0.429310337192932,0.43,1.00534674030393,1,"L","M","M","M"
46,"Stable",8,0.664316413784746,0.44,0.108513931636141,0.11,1.34821692287725,2.025,"L","M","M","M"
46,"Stable",18,0.620870564141136,0.57,0.336993248387249,0.34,1.07244949650671,1.175,"L","M","M","M"
46,"Stable",21,0.703358322610478,0.82,0.415508965735855,0.42,0.826526527099354,0.7,"L","M","M","M"
46,"Stable",20,0.830507445966268,0.83,0.174150298749086,0.18,1.00126430814271,1,"L","M","M","M"
46,"Stable",13,0.168471868973817,0.2,0.862601201591622,0.86,0.810395241833225,0.675,"L","M","M","M"
46,"Stable",1,0.813274013571971,0.76,0.148443018081955,0.15,1.05268492381749,1.125,"L","M","M","M"
46,"Stable",23,0.568990523714456,0.53,0.395179355173435,0.39,1.06719277408821,1.15,"L","M","M","M"
46,"Stable",2,0.508381008971363,0.45,0.426541307174944,0.42,1.11948885188235,1.275,"L","M","M","M"
46,"Stable",24,0.727652433371455,0.88,0.438748748142034,0.45,0.768713012069296,0.625,"L","M","M","M"
47,"Stable",9,0.87565997189437,0.92,0.177163127155754,0.19,0.924589203927274,0.875,"H","M","M","M"
47,"Stable",25,0.323289287914444,0.34,0.690085676521503,0.7,0.939160301156693,0.875,"H","M","M","M"
47,"Stable",10,0.340100829970885,0.2,0.501078253268115,0.5,1.43185833911315,2.475,"H","M","M","M"
